Sample ,Rupture force,Distance at rup,Average firmnes,Toughness,Penetrating for,Penetrating ene,L,a,b,1144.15,1151.54,1158.92,1166.31,1173.69,1181.08,1188.47,1195.85,1203.24,1210.62,1218.01,1225.4,1232.78,1240.17,1247.55,1254.94,1262.33,1269.71,1277.1,1284.48,1291.87,1299.26,1306.64,1314.03,1321.41,1328.8,1336.19,1343.57,1350.96,1358.34,1365.73,1373.12,1380.5,1387.89,1395.28,1402.66,1410.05,1417.43,1424.82,1432.21,1439.59,1446.98,1454.36,1461.75,1469.14,1476.52,1483.91,1491.29,1498.68,1506.07,1513.45,1520.84,1528.22,1535.61,1543,1550.38,1557.77,1565.15,1572.54,1579.93,1587.31,1594.7,1602.08,1609.47,1616.86,1624.24,1631.63,1639.01,1646.4,1653.79,1661.17,1668.56,1675.94,1683.33,1690.72,1698.1,1705.49,1712.87,1720.26,1727.65,1735.03,1742.42,1749.8,1757.19,1764.58,1771.96,1779.35,1786.73,1794.12,1801.51,1808.89,1816.28,1823.66,1831.05,1838.44,1845.82,1853.21,1860.6,1867.98,1875.37,1882.75,1890.14,1897.53,1904.91,1912.3,1919.68,1927.07,1934.46,1941.84,1949.23,1956.61,1964,1971.39,1978.77,1986.16,1993.54,2000.93,2008.32,2015.7,2023.09,2030.47,2037.86,2045.25,2052.63,2060.02,2067.4,2074.79,2082.18
1.1,30.073,3.596,8.393,52.882,17.755,266.302,27.93,-7.7,13.25,36.63754,35.38448,31.23871,31.3444,27.9299,30.35364,29.14971,29.15817,29.22052,28.8737,30.56579,28.84342,30.39525,29.86525,34.32507,29.66811,29.89097,30.43888,30.33319,28.88998,27.19153,26.32107,25.20595,23.86823,22.21712,20.76116,18.06304,17.06665,16.82435,15.55725,12.04894,10.34157,8.593705,7.067704,7.241173,6.005308,6.350489,5.887655,5.854789,5.742958,6.240421,5.830756,6.148511,5.941035,7.341817,6.750665,7.366806,7.608601,7.904171,8.034225,8.719774,9.316975,10.10344,9.844166,10.18234,10.42417,11.04975,10.83145,12.17187,11.5003,12.17879,12.29849,11.78835,13.73769,12.20177,12.36975,12.94683,12.77583,12.23265,13.07174,12.17481,11.89929,11.6025,10.7398,11.44924,10.7937,10.75421,9.559753,9.400135,9.491352,9.347291,9.818226,9.193371,10.00723,8.976044,8.941144,8.757951,8.392685,7.936397,7.494687,6.404179,5.566735,5.012011,4.079168,3.325483,3.398101,3.407413,3.423057,3.711435,2.535693,3.525526,3.110497,3.374138,3.67215,3.488002,3.838384,3.55965,4.16769,4.139804,4.006711,4.595691,4.186703,4.532632,4.26836,5.084475,4.929192,5.089066,5.931471,4.929325,5.693093,7.165021,6.811336,7.581791,7.52789,9.619776,9.261277,9.697878,-2.752294
1.2,27.357,3.52,7.892,49.93,19.336,290.025,34.27,-10.14,20.3,33.44381,74.55637,34.91333,61.67905,16.06426,49.40798,32.27047,33.26535,36.98201,29.29037,49.56223,21.04222,40.88364,30.01436,68.68444,25.8852,27.64367,33.56094,36.65955,29.80986,24.29057,25.02507,27.01977,28.81983,27.38603,26.62137,14.06992,12.91967,21.29533,25.43523,8.81981,13.06092,12.7092,7.187786,17.47457,6.246067,13.05798,8.079429,8.925782,7.653137,13.31418,6.920549,8.004311,4.564082,17.90958,6.962539,9.99123,9.583369,8.013653,6.988235,10.34439,12.52246,17.49428,11.71007,11.63782,11.03241,14.69092,9.727334,18.14443,12.20981,15.11505,14.69954,10.39665,22.88687,11.83731,12.79259,16.72021,15.71744,12.36932,19.26803,13.64008,13.55774,12.99841,8.970481,16.2232,13.8699,15.92117,8.37235,8.590511,11.48156,11.44968,15.54697,10.01418,18.01989,8.622049,9.283555,9.470888,9.195905,8.788032,11.74651,8.663461,8.524442,11.65408,6.166877,2.574395,4.670393,5.937617,7.053032,11.4032,0.159859,7.036691,2.104972,4.740993,7.507712,4.372627,7.36725,3.216574,9.695024,7.669351,4.831738,11.82913,4.69009,7.513684,3.474657,11.40349,7.628511,8.643289,16.42512,3.464065,6.61786,21.30324,11.94551,16.7018,6.965407,35.63983,26.22576,30.2929,4.587156
2.1,30.534,4.243,7.287,61.572,16.461,246.897,37.74,-10.76,24.83,37.50378,36.52151,31.76012,32.24354,28.3989,30.95107,29.42468,29.49533,29.51094,29.0426,31.23032,28.88253,30.85746,29.96169,35.24993,29.70749,29.9593,30.54903,30.58252,28.90047,27.1208,26.22074,25.20276,23.90154,22.2607,20.74286,17.88798,16.89682,16.81676,15.67947,11.91076,10.39043,8.699147,7.11161,7.409431,6.063525,6.503129,5.954416,5.921836,5.809771,6.374176,5.894645,6.191418,6.044925,7.430984,6.76138,7.362206,7.599512,7.818939,7.999828,8.664184,9.202174,10.14452,9.735844,10.04444,10.26981,10.93639,10.62128,12.08492,11.34517,12.0084,12.16481,11.56052,13.74665,12.02,12.16752,12.85645,12.66754,12.02835,13.08,12.03577,11.8037,11.48569,10.66811,11.45456,10.79612,10.77711,9.47963,9.30729,9.483414,9.325684,9.924248,9.1436,10.15458,8.93498,8.932141,8.75673,8.40854,7.977905,7.581665,6.541699,5.748486,5.250753,4.243403,3.562865,3.568632,3.569325,3.637339,3.948254,2.525122,3.702172,3.24505,3.560494,3.890206,3.639908,4.043347,3.746535,4.378886,4.334164,4.169548,4.839126,4.326273,4.729147,4.406392,5.300361,5.115775,5.334878,6.206767,5.284379,5.994193,7.476431,7.178053,7.931429,7.95194,10.33579,9.928396,10.64794,0.900901
2.2,31.099,3.284,9.552,51.26,17.244,258.649,34.51,-9.18,16.21,34.63051,62.25317,33.99765,52.61885,19.93596,43.59538,31.04466,31.50269,34.21423,28.70885,43.1642,22.77252,36.9098,29.09565,57.48797,26.00041,27.32104,31.47914,33.47796,28.35049,23.9774,24.24288,25.39129,26.28111,24.79715,23.96318,14.36367,13.52435,19.16426,21.88777,9.220468,12.01844,11.36631,6.973465,14.02109,6.033249,10.86211,7.252007,7.831615,6.8888,10.85053,6.324716,7.164053,4.692461,14.01322,6.430562,8.57382,8.289783,7.333492,6.540429,9.026068,10.46758,13.96573,9.972801,9.971717,9.572158,12.0633,8.615991,14.46643,10.44069,12.25119,12.00517,9.051376,17.92449,10.01604,10.64895,13.3019,12.48452,10.18439,14.95901,10.82763,10.73979,10.23689,7.630265,12.34261,10.64445,11.92496,6.930516,6.962678,8.87369,8.780229,11.45667,7.822819,13.11331,6.786996,7.206733,7.346674,6.993363,6.69312,8.344164,6.361191,6.115596,7.848602,4.334697,1.785906,3.168162,4.026199,4.821173,7.508418,0.048027,4.827747,1.342716,3.224978,5.14956,2.899556,5.01568,2.166648,6.556045,5.217475,3.242763,7.939347,3.127945,5.194068,2.385878,7.780076,5.231809,5.90864,11.1052,2.438646,4.331741,14.37185,8.003729,11.4819,5.227919,24.89325,18.67051,21.94155,6.306306
3.1,32.656,3.413,9.625,60.907,17.322,259.822,30.58,-7.76,12.83,34.71843,35.96376,29.61685,31.22763,25.27796,29.45517,27.42658,27.21219,27.62064,26.72572,29.57286,26.00025,28.75544,27.55278,33.97549,27.04383,27.23651,27.96687,28.16992,26.14913,24.36317,23.39006,22.52496,21.42882,19.81896,18.46307,15.39948,14.38621,14.65777,13.74327,9.717971,8.715371,7.34309,5.717667,6.626374,4.889625,5.74559,4.955761,5.054527,4.880735,5.737054,4.896348,5.204426,4.808872,6.77273,5.522754,6.235102,6.398761,6.436478,6.547273,7.332139,7.913714,8.874728,8.329203,8.612905,8.766201,9.510012,9.021986,10.56709,9.819203,10.4227,10.5589,9.952515,12.32197,10.37825,10.59635,11.3075,11.09958,10.46776,11.65145,10.4954,10.28296,10.05981,9.197702,10.16107,9.48769,9.537336,8.167988,8.025771,8.333924,8.232128,8.837209,7.981957,9.170268,7.744589,7.774063,7.663604,7.344284,6.962303,6.840504,5.822741,5.253693,5.146425,4.134312,3.374299,3.63146,3.770545,3.899667,4.43829,2.387268,3.990627,3.227182,3.627534,4.146777,3.643268,4.202869,3.567891,4.572998,4.352584,3.962496,5.001891,4.032126,4.620671,3.993377,5.28398,4.882893,5.1176,6.378132,4.67051,5.504158,7.811903,6.864243,7.869948,7.12117,11.21559,10.25696,11.30257,2.752294
3.2,32.448,3.525,9.276,58.887,15.248,228.713,31.62,-8.9,11.36,32.94915,59.66394,32.00472,49.67125,18.07406,40.75993,29.43766,29.86185,32.54021,27.16535,41.13905,21.54914,35.26821,27.92602,55.44118,24.96942,26.35823,30.2254,32.18559,27.08584,22.95377,22.95899,23.82311,24.47052,23.07311,21.94879,13.01001,11.97123,17.10574,19.59792,7.750602,10.21463,9.720825,5.69169,12.39403,4.903422,9.682577,6.185621,6.824753,5.899432,9.716638,5.344571,6.124519,3.716376,12.531,5.363793,7.385009,7.138338,6.179192,5.480485,7.821229,9.239594,12.46004,8.802148,8.843716,8.451755,10.74242,7.707194,13.15042,9.507077,11.12785,10.98369,8.25194,16.7964,9.240468,9.911982,12.38743,11.62045,9.569084,14.07105,10.18246,10.11036,9.66534,7.114407,11.63639,9.960174,11.16358,6.431416,6.435608,8.286069,8.256913,10.7691,7.330009,12.35609,6.367616,6.785149,6.954272,6.586415,6.346589,7.984355,6.08567,5.985264,7.924873,4.576268,2.181256,3.690406,4.569055,5.341198,8.164678,0.250413,5.410959,1.901831,3.726868,5.698594,3.408279,5.529405,2.611628,6.987313,5.648568,3.566048,8.286061,3.469312,5.449103,2.631347,7.971443,5.378147,6.099209,11.10868,2.472623,4.434165,14.29273,7.907502,11.18961,4.857853,24.42807,18.21199,21.12005,4.587156
4.1,32.622,3.271,10.047,56.31,17.912,268.656,29.28,-7.87,11.87,32.15828,33.35393,27.3745,29.14128,22.91895,27.46021,25.43344,25.4378,25.76949,24.9349,27.52853,24.28139,26.85847,25.85597,31.86942,25.42116,25.62015,26.10395,26.27082,24.61501,22.848,21.91689,21.08687,19.97283,18.36668,17.05107,14.36948,13.38597,13.53529,12.60204,8.843337,7.748295,6.363169,4.826167,5.655296,4.016306,4.792182,4.074484,4.164357,3.979333,4.724617,3.962884,4.266935,3.784277,5.717718,4.604878,5.259811,5.404058,5.536354,5.520856,6.33937,6.888077,7.736999,7.30367,7.582976,7.719088,8.432285,8.007836,9.337407,8.74023,9.271307,9.379021,8.870937,10.97715,9.272966,9.445787,9.964532,9.860011,9.340253,10.28587,9.344265,9.162562,8.91722,8.043003,8.869259,8.327337,8.34025,7.110177,6.969493,7.224629,7.123505,7.596735,6.905966,7.81648,6.69085,6.70149,6.580695,6.296264,5.898744,5.739362,4.779781,4.191097,4.099176,3.146437,2.371013,2.682992,2.806,2.905763,3.444311,1.642688,3.040856,2.305709,2.709923,3.108475,2.721203,3.219349,2.636567,3.58984,3.387982,3.055364,3.971535,3.136958,3.610526,3.066781,4.286596,3.820776,4.038763,5.205234,3.352578,4.286678,6.425952,5.380613,6.355899,5.399831,9.24253,8.204402,8.809963,-1.834862
4.2,30.713,3.855,8.062,59.624,17.649,264.718,30.67,-8.83,15.29,28.97459,68.71193,30.93174,56.54678,12.59584,44.4366,28.37329,29.24256,32.91806,25.4362,44.29684,17.44452,35.94434,25.95538,62.95461,21.88036,23.5633,28.69593,31.56771,25.231,20.41736,20.97367,22.72743,24.48973,23.35192,22.56994,11.20176,10.17471,17.78242,21.89777,6.590595,10.84016,10.7557,5.578111,15.34737,4.850756,11.38241,6.69122,7.449489,6.269561,11.50862,5.441717,6.425006,3.025549,15.48678,5.20669,8.000439,7.498049,5.946375,4.919786,8.062389,9.903546,14.21081,9.081403,8.945982,8.295318,11.24305,7.00463,14.30685,9.198292,11.33629,11.03837,7.387343,18.54728,8.609807,9.349517,12.58844,11.67987,8.937609,14.93263,9.90783,9.84127,9.332563,5.982143,12.12431,10.13528,11.86671,5.511545,5.647876,8.216211,8.210767,11.64116,6.995222,13.90686,5.707727,6.259499,6.468861,6.270015,5.924868,8.49156,6.130851,6.234604,9.164379,4.528909,1.300578,3.341318,4.674294,5.736608,9.743844,-0.088198,5.693976,0.953959,3.452819,6.022327,2.983037,5.767769,1.747602,7.861392,5.886404,3.114576,9.507434,2.864802,5.486316,1.655753,9.005281,5.325614,6.170177,13.36661,0.716703,3.448608,17.31453,8.289978,12.72742,3.459267,31.13273,22.28154,26.42989,4.587156
5.1,27.942,4.654,6.132,62.539,17.542,263.105,34.15,-8.18,12.95,38.62284,39.06911,32.8653,34.26189,28.88381,32.55321,30.52233,30.5909,30.84231,30.03076,32.99225,29.56695,32.43319,31.02759,37.70009,30.64189,30.99354,31.84486,31.92714,30.07071,28.06382,27.23024,26.21656,25.01792,23.35576,21.8334,18.45611,17.4542,17.75937,16.88468,12.5063,11.26639,9.64945,7.854141,8.510464,6.746119,7.445611,6.723647,6.709556,6.56659,7.319479,6.587132,6.956808,6.654122,8.503082,7.461537,8.159669,8.389949,8.522298,8.670421,9.411096,10.06099,11.20145,10.51265,10.81212,11.02376,11.9207,11.30762,13.12237,12.14198,12.94102,13.08083,12.23783,14.96907,12.78234,13.02633,13.84985,13.61964,12.8891,14.18293,12.93001,12.73027,12.38468,11.35029,12.52634,11.78021,11.87714,10.20182,10.06155,10.40065,10.20477,11.05706,9.998946,11.3674,9.735416,9.77731,9.6196,9.268884,8.846665,8.586778,7.419943,6.616675,6.183226,4.968486,4.126552,4.175566,4.23322,4.336552,4.791777,2.979533,4.455552,3.802822,4.246191,4.699134,4.342774,4.863521,4.456724,5.355962,5.238551,5.005434,5.938115,5.184563,5.768381,5.251574,6.502716,6.21938,6.482401,7.665342,6.358314,7.160251,9.208507,8.583034,9.478095,9.153444,12.34472,11.73453,12.46035,1.801802
5.2,30.647,3.824,8.098,62.889,16.106,241.57,35.32,-8.05,13.19,36.84847,64.7567,35.61011,54.57882,21.27173,45.51952,32.78577,33.3404,35.97377,30.63936,45.67692,24.58313,39.37639,31.25521,60.39478,28.19419,29.71032,34.20625,36.266,31.02179,26.13799,26.6208,27.62521,28.43536,26.79266,25.83315,15.6925,14.78629,20.72526,23.29874,10.18044,12.79355,12.06971,7.526046,14.72051,6.446108,11.41189,7.775188,8.317925,7.395844,11.50719,6.898144,7.757524,5.325179,14.97141,7.182834,9.454994,9.204338,8.282811,7.535572,10.13486,11.72468,15.53284,11.31418,11.38384,11.00567,13.8715,10.15179,16.57025,12.18896,14.36885,14.13938,10.8274,20.46623,12.01057,12.78746,15.76024,14.98586,12.3604,17.60313,13.25121,13.14777,12.5913,9.616475,14.86265,13.05321,14.42439,8.821794,8.857224,10.96089,10.80318,13.93773,9.760081,15.7339,8.746745,9.207435,9.367053,8.980932,8.619424,10.40638,8.102057,7.742362,9.64129,5.612809,2.927597,4.325075,5.193368,5.976395,8.979266,0.568937,6.064801,2.43979,4.424032,6.46039,4.130977,6.411089,3.4598,8.062291,6.715846,4.681356,9.626582,4.619198,6.794993,3.891359,9.577926,7.059976,7.748538,13.32436,4.446943,6.720052,17.0467,10.58729,14.1181,7.603412,27.65916,21.06444,24.32034,5.405405
6.1,36.185,3.019,12.026,58.838,17.41,261.127,29.34,-7.68,12.59,34.32413,37.02824,29.74396,32.23471,24.9196,30.10677,27.58595,27.40347,27.97587,26.81758,30.28779,25.70017,29.21267,27.54164,35.05392,26.9317,27.17892,28.08002,28.34208,26.29419,24.38713,23.55499,22.85307,21.99678,20.49952,19.2341,15.85676,14.91694,15.55395,15.05019,10.54117,9.862206,8.567896,6.774035,7.98556,5.855408,6.943462,5.970265,6.076591,5.834355,6.895057,5.853694,6.178781,5.651251,8.064264,6.45154,7.254789,7.378319,7.370492,7.411478,8.268156,8.892537,10.06576,9.204874,9.447065,9.570458,10.38322,9.696341,11.55444,10.51412,11.26888,11.32277,10.50071,13.31877,10.93484,11.17047,12.0287,11.80396,10.98686,12.40551,11.08285,10.832,10.57788,9.608854,10.89241,10.10862,10.28655,8.659539,8.529055,8.963134,8.839358,9.676857,8.554614,10.0484,8.268898,8.328348,8.247967,7.918855,7.565738,7.560191,6.467003,5.866536,5.777655,4.495272,3.566552,3.858314,3.954954,4.156058,4.784477,2.398397,4.239366,3.292059,3.844597,4.439816,3.846298,4.545201,3.777431,5.006628,4.765379,4.283619,5.551243,4.366938,5.086532,4.331126,5.886499,5.406521,5.669066,7.211283,5.107766,6.036819,8.782936,7.595189,8.751139,7.636397,12.78596,11.31692,12.62895,2.752294
